timestamp,car_position_x,car_position_y,angle,speed,sensor_distances,traffic_light_state,action_taken,reward,ai_mode
red,0.9215512768900157,0.49609487126576807,1.232479319838438,1.0500000000000034,"[1.0, 0.2, 0.16, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-244.59999999999997,hybrid
red,0.9224260744598047,0.49612310204251264,1.232479319838438,0.7500000000000033,"[1.0, 0.18666666666666668, 0.14666666666666667, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-247.0,hybrid
red,0.9230509298667967,0.4961432668830445,1.232479319838438,0.45000000000000334,"[1.0, 0.18, 0.14, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-249.39999999999998,hybrid
red,0.9234258431109921,0.49615536578736363,1.232479319838438,0.15000000000000335,"[1.0, 0.17333333333333334, 0.13333333333333333, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-251.79999999999995,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.16666666666666666, 0.13333333333333333, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-253.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.16666666666666666, 0.13333333333333333, 1.0, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-253.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.16, 0.12, 0.11333333333333333, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.16, 0.12, 0.11333333333333333, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.16, 0.12, 0.11333333333333333, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.16, 0.12, 0.11333333333333333, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.16, 0.12, 0.11333333333333333, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.16, 0.12, 0.11333333333333333, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14666666666666667, 0.11333333333333333, 0.10666666666666667, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14666666666666667, 0.11333333333333333, 0.10666666666666667, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14666666666666667, 0.11333333333333333, 0.10666666666666667, 1.0, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14666666666666667, 0.11333333333333333, 0.10666666666666667, 0.12, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14666666666666667, 0.11333333333333333, 0.10666666666666667, 0.12, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14666666666666667, 0.11333333333333333, 0.10666666666666667, 0.12, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14, 0.10666666666666667, 0.1, 0.11333333333333333, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14, 0.10666666666666667, 0.1, 0.11333333333333333, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14, 0.10666666666666667, 0.1, 0.11333333333333333, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14, 0.10666666666666667, 0.1, 0.11333333333333333, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.14, 0.10666666666666667, 0.1, 0.11333333333333333, 1.0, 1.0]",hybrid,"{""brake"": true}",-453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.13333333333333333, 0.1, 0.09333333333333334, 0.10666666666666667, 1.0, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.13333333333333333, 0.1, 0.09333333333333334, 0.10666666666666667, 0.13333333333333333, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.13333333333333333, 0.1, 0.09333333333333334, 0.10666666666666667, 0.13333333333333333, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.13333333333333333, 0.1, 0.09333333333333334, 0.10666666666666667, 0.13333333333333333, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.13333333333333333, 0.1, 0.09333333333333334, 0.10666666666666667, 0.13333333333333333, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.13333333333333333, 0.1, 0.09333333333333334, 0.10666666666666667, 0.13333333333333333, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.12, 0.09333333333333334, 0.08666666666666667, 0.09333333333333334, 0.12666666666666668, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.12, 0.09333333333333334, 0.08666666666666667, 0.09333333333333334, 0.12666666666666668, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.12, 0.09333333333333334, 0.08666666666666667, 0.09333333333333334, 0.12666666666666668, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.12, 0.09333333333333334, 0.08666666666666667, 0.09333333333333334, 0.12666666666666668, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.12, 0.09333333333333334, 0.08666666666666667, 0.09333333333333334, 0.12666666666666668, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
red,0.9235508141923905,0.49615939875547,1.232479319838438,0.0,"[1.0, 0.12, 0.09333333333333334, 0.08666666666666667, 0.09333333333333334, 0.12666666666666668, 1.0]",hybrid,"{""brake"": true}",-1453.0,hybrid
